flow_id,vehicle_id,depart,edge_count,from_edge,to_edge,sumo_edges
I3486_I3489__36_13_45_Thru_bus,I3486_I3489__36_13_45_Thru_bus.0,49500.00,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3488_I3490__36_13_45_Thru_bus,I3488_I3490__36_13_45_Thru_bus.0,49500.00,45,23235415#0,-23235415#0,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3497_I3494__36_13_45_Thru_bus,I3497_I3494__36_13_45_Thru_bus.0,49500.00,47,23235415#0,821111101,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I2731_I2629__52_16_00_Thru_bus,I2731_I2629__52_16_00_Thru_bus.0,57600.00,57,1069206897#0,-1015757969#0,1069206897#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634272#1 1015757971#0 1015757971#1 -1015757969#0
I3104_I3107__54_16_00_Right_bus,I3104_I3107__54_16_00_Right_bus.0,57600.00,53,-1368153905,-1015757969#0,-1368153905 902156803 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634272#1 1015757971#0 1015757971#1 -1015757969#0
I3208_I3210__36_16_00_Thru_bus,I3208_I3210__36_16_00_Thru_bus.0,57600.00,61,235547876#0,-139640898,235547876#0 114770261 902156794#1 -392044387#1 -406753472#2 -406753472#1 -463039420#0 124842990#1 124842990#2 651950549#0 494827032#2 993555375#2 1409575693#0 1409575693#1 993555374#0 830501798#1 830501798#2 683819894#0 1395896891#1 987155148#1 1395896894#0 1395896894#1 1395896894#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 1383339034 987155155 830501797#0 683819893#1 -683819894#0 -830501798#2 -830501798#1 -993555374#0 -436514740 -1409575693#0 -993555375#2 -993555376#0 -651950549#0 -529843972 -124842990#1 463039420#0 406753472#1 406753472#2 392044387#1 829840447#1 -902156795#0 -139640898
I3239_I3171_inf_36_16_00_Thru_bus,I3239_I3171_inf_36_16_00_Thru_bus.0,57600.00,54,235547876#0,821111101,235547876#0 114770261 902156794#1 -392044387#1 -406753472#2 -406753472#1 -463039420#0 124842990#1 124842990#2 651950549#0 494827032#2 993555375#2 1409575693#0 1409575693#1 993555374#0 830501798#1 830501798#2 683819894#0 1395896891#1 987155148#1 1395896894#0 1395896894#1 1395896894#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221__52_16_00_Thru_bus,I3325_I3221__52_16_00_Thru_bus.0,57600.00,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3486_I3485__4_16_00_Thru_bus,I3486_I3485__4_16_00_Thru_bus.0,57600.00,49,23235415#0,705900738#1,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 1153171355#1 318023470#1 1176472262#2 1018655102#1 705900738#1
I3486_I3489__36_16_00_Thru_bus,I3486_I3489__36_16_00_Thru_bus.0,57600.00,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3490_I3492__36_16_00_Thru_bus,I3490_I3492__36_16_00_Thru_bus.0,57600.00,45,23235415#0,-23235415#0,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3492_I3490__4_16_00_Thru_bus,I3492_I3490__4_16_00_Thru_bus.0,57600.00,44,1076470475,-23235415#0,1076470475 1018636798#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3502_I3494__50_16_00_Left_bus,I3502_I3494__50_16_00_Left_bus.0,57600.00,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I2611_I2610__22_16_15_Right_bus,I2611_I2610__22_16_15_Right_bus.0,58500.00,48,1015757969#0,4891423,1015757969#0 1026983480#1 1015756825#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 4891423
I2629_I2731_inf_52_16_15_Thru_bus,I2629_I2731_inf_52_16_15_Thru_bus.0,58500.00,49,1069206897#0,139811056#1,1069206897#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 139811056#1
I2853_I2970__20_16_15_Thru_bus,I2853_I2970__20_16_15_Thru_bus.0,58500.00,61,1015757969#0,-1015757969#0,1015757969#0 1026983480#1 1015756825#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634272#1 1015757971#0 1015757971#1 -1015757969#0
I2859_I2731__52_16_15_Thru_bus,I2859_I2731__52_16_15_Thru_bus.0,58500.00,48,-821111101,139811056#1,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 139811056#1
I2970_I3107__20_16_15_Thru_bus,I2970_I3107__20_16_15_Thru_bus.0,58500.00,61,1015757969#0,-1015757969#0,1015757969#0 1026983480#1 1015756825#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634272#1 1015757971#0 1015757971#1 -1015757969#0
I3104_I3107__54_16_15_Right_bus,I3104_I3107__54_16_15_Right_bus.0,58500.00,53,-1368153905,-1015757969#0,-1368153905 902156803 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634272#1 1015757971#0 1015757971#1 -1015757969#0
I3107_I2970__6_16_15_Right_bus,I3107_I2970__6_16_15_Right_bus.0,58500.00,64,-139811056#1,-1015757969#0,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634272#1 1015757971#0 1015757971#1 -1015757969#0
I3112_I3221__20_16_15_Thru_bus,I3112_I3221__20_16_15_Thru_bus.0,58500.00,56,-139811056#1,821111101,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3239_I3171_inf_36_16_15_Thru_bus,I3239_I3171_inf_36_16_15_Thru_bus.0,58500.00,54,235547876#0,821111101,235547876#0 114770261 902156794#1 -392044387#1 -406753472#2 -406753472#1 -463039420#0 124842990#1 124842990#2 651950549#0 494827032#2 993555375#2 1409575693#0 1409575693#1 993555374#0 830501798#1 830501798#2 683819894#0 1395896891#1 987155148#1 1395896894#0 1395896894#1 1395896894#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221__52_16_15_Thru_bus,I3325_I3221__52_16_15_Thru_bus.0,58500.00,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3486_I3489__36_16_15_Thru_bus,I3486_I3489__36_16_15_Thru_bus.0,58500.00,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3497_I3494__36_16_15_Thru_bus,I3497_I3494__36_16_15_Thru_bus.0,58500.00,47,23235415#0,821111101,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I2629_I2731__20_16_30_Thru_bus,I2629_I2731__20_16_30_Thru_bus.0,59400.00,53,1015757969#0,139811056#1,1015757969#0 1026983480#1 1015756825#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 139811056#1
